,age,gender,race,file
40,34.0,female,black,UTKFace/34_1_1_20170117010327748.jpg.chip.jpg
41,61.0,male,indian,UTKFace/61_0_3_20170119211851089.jpg.chip.jpg
42,18.0,female,white,UTKFace/18_1_0_20170109212830216.jpg.chip.jpg
43,29.0,female,black,UTKFace/29_1_1_20170115234825058.jpg.chip.jpg
44,25.0,female,black,UTKFace/25_1_1_20170112230722548.jpg.chip.jpg
45,34.0,female,indian,UTKFace/34_1_3_20170104235537715.jpg.chip.jpg
46,20.0,male,black,UTKFace/20_0_1_20170113132355967.jpg.chip.jpg
47,32.0,male,indian,UTKFace/32_0_3_20170117154217366.jpg.chip.jpg
48,34.0,female,others,UTKFace/34_1_4_20170103230336761.jpg.chip.jpg
49,29.0,female,white,UTKFace/29_1_0_20170113012617623.jpg.chip.jpg
50,46.0,female,white,UTKFace/46_1_0_20170119192512353.jpg.chip.jpg
51,36.0,female,white,UTKFace/36_1_0_20170116221129203.jpg.chip.jpg
52,34.0,female,white,UTKFace/34_1_0_20170104174537956.jpg.chip.jpg
53,32.0,male,indian,UTKFace/32_0_3_20170119192340778.jpg.chip.jpg
54,30.0,male,white,UTKFace/30_0_0_20170104000150443.jpg.chip.jpg
55,32.0,female,black,UTKFace/32_1_1_20170112215044104.jpg.chip.jpg
56,75.0,female,indian,UTKFace/75_1_3_20170110175327928.jpg.chip.jpg
57,32.0,male,black,UTKFace/32_0_1_20170113185204177.jpg.chip.jpg
58,45.0,male,indian,UTKFace/45_0_3_20170119202458980.jpg.chip.jpg
59,26.0,male,black,UTKFace/26_0_1_20170117195934763.jpg.chip.jpg
60,36.0,male,black,UTKFace/36_0_1_20170116030200366.jpg.chip.jpg
61,24.0,female,asian,UTKFace/24_1_2_20170104020224692.jpg.chip.jpg
62,31.0,male,black,UTKFace/31_0_1_20170117135511623.jpg.chip.jpg
63,31.0,male,black,UTKFace/31_0_1_20170117130014250.jpg.chip.jpg
64,86.0,female,white,UTKFace/86_1_0_20170110180113129.jpg.chip.jpg
65,43.0,male,asian,UTKFace/43_0_2_20170112220312529.jpg.chip.jpg
66,25.0,male,white,UTKFace/25_0_0_20170117153733428.jpg.chip.jpg
67,26.0,female,black,UTKFace/26_1_1_20170116225222631.jpg.chip.jpg
68,3.0,male,indian,UTKFace/3_0_3_20161219225157056.jpg.chip.jpg
69,54.0,female,white,UTKFace/54_1_0_20170110141340224.jpg.chip.jpg
70,60.0,female,white,UTKFace/60_1_0_20170110141610416.jpg.chip.jpg
71,25.0,male,asian,UTKFace/25_0_2_20170116161438706.jpg.chip.jpg
72,32.0,female,indian,UTKFace/32_1_3_20170119163219372.jpg.chip.jpg
73,26.0,male,asian,UTKFace/26_0_2_20170116183029241.jpg.chip.jpg
74,1.0,male,asian,UTKFace/1_0_2_20161219211357821.jpg.chip.jpg
75,36.0,male,white,UTKFace/36_0_0_20170117140152744.jpg.chip.jpg
76,49.0,male,white,UTKFace/49_0_0_20170117135838690.jpg.chip.jpg
77,35.0,male,white,UTKFace/35_0_0_20170117013741999.jpg.chip.jpg
78,26.0,male,black,UTKFace/26_0_1_20170116010019224.jpg.chip.jpg
79,24.0,male,black,UTKFace/24_0_1_20170116010734667.jpg.chip.jpg
80,59.0,male,white,UTKFace/59_0_0_20170111203940975.jpg.chip.jpg
81,30.0,female,indian,UTKFace/30_1_3_20170117150440114.jpg.chip.jpg
82,41.0,female,white,UTKFace/41_1_0_20170104185117127.jpg.chip.jpg
83,46.0,male,white,UTKFace/46_0_0_20170117190143691.jpg.chip.jpg
84,82.0,female,white,UTKFace/82_1_0_20170120225739329.jpg.chip.jpg
85,53.0,male,indian,UTKFace/53_0_3_20170112220530017.jpg.chip.jpg
86,3.0,female,others,UTKFace/3_1_4_20170103205114064.jpg.chip.jpg
87,27.0,male,white,UTKFace/27_0_0_20170116204136393.jpg.chip.jpg
88,10.0,female,white,UTKFace/10_1_0_20170109204259563.jpg.chip.jpg
89,22.0,male,asian,UTKFace/22_0_2_20170116175910195.jpg.chip.jpg
90,3.0,male,white,UTKFace/3_0_0_20170110213411465.jpg.chip.jpg
91,36.0,male,white,UTKFace/36_0_0_20170117135436708.jpg.chip.jpg
92,37.0,female,white,UTKFace/37_1_0_20170103183817362.jpg.chip.jpg
93,40.0,male,indian,UTKFace/40_0_3_20170119183403621.jpg.chip.jpg
94,18.0,female,white,UTKFace/18_1_0_20170117140252214.jpg.chip.jpg
95,35.0,male,white,UTKFace/35_0_0_20170117180618449.jpg.chip.jpg
96,5.0,female,indian,UTKFace/5_1_3_20161220221527498.jpg.chip.jpg
97,44.0,male,white,UTKFace/44_0_0_20170117135644544.jpg.chip.jpg
98,45.0,male,white,UTKFace/45_0_0_20170104205911974.jpg.chip.jpg
99,35.0,male,indian,UTKFace/35_0_3_20170109132951262.jpg.chip.jpg
100,32.0,female,asian,UTKFace/32_1_2_20170116191616216.jpg.chip.jpg
101,5.0,female,black,UTKFace/5_1_1_20170104010044345.jpg.chip.jpg
102,35.0,female,others,UTKFace/35_1_4_20170117201052046.jpg.chip.jpg
103,21.0,male,indian,UTKFace/21_0_3_20170117141644440.jpg.chip.jpg
104,2.0,male,asian,UTKFace/2_0_2_20161219222215999.jpg.chip.jpg
105,27.0,female,asian,UTKFace/27_1_2_20170116171651433.jpg.chip.jpg
106,76.0,female,asian,UTKFace/76_1_2_20170112205409556.jpg.chip.jpg
107,58.0,male,white,UTKFace/58_0_0_20170117172932280.jpg.chip.jpg
108,3.0,female,others,UTKFace/3_1_4_20170104005006111.jpg.chip.jpg
109,26.0,male,white,UTKFace/26_0_0_20170116193316697.jpg.chip.jpg
110,8.0,female,white,UTKFace/8_1_0_20170109203617429.jpg.chip.jpg
111,28.0,male,black,UTKFace/28_0_1_20170116203348523.jpg.chip.jpg
112,40.0,male,white,UTKFace/40_0_0_20170117185304858.jpg.chip.jpg
113,56.0,female,indian,UTKFace/56_1_3_20170109132208103.jpg.chip.jpg
114,39.0,female,black,UTKFace/39_1_1_20170112234541208.jpg.chip.jpg
115,4.0,male,white,UTKFace/4_0_0_20170110224413618.jpg.chip.jpg
116,54.0,male,white,UTKFace/54_0_0_20170104212522653.jpg.chip.jpg
117,15.0,female,others,UTKFace/15_1_4_20170103214742821.jpg.chip.jpg
118,96.0,female,black,UTKFace/96_1_1_20170110183853718.jpg.chip.jpg
119,1.0,female,white,UTKFace/1_1_0_20170109191148861.jpg.chip.jpg
120,26.0,female,others,UTKFace/26_1_4_20161221193701030.jpg.chip.jpg
121,26.0,male,black,UTKFace/26_0_1_20170116235022816.jpg.chip.jpg
122,26.0,male,black,UTKFace/26_0_1_20170113132700512.jpg.chip.jpg
123,28.0,female,black,UTKFace/28_1_1_20170112213628607.jpg.chip.jpg
124,44.0,male,white,UTKFace/44_0_0_20170105173313757.jpg.chip.jpg
125,45.0,male,white,UTKFace/45_0_0_20170104194418815.jpg.chip.jpg
126,31.0,female,asian,UTKFace/31_1_2_20170117131205330.jpg.chip.jpg
127,40.0,female,white,UTKFace/40_1_0_20170117152046787.jpg.chip.jpg
128,28.0,male,white,UTKFace/28_0_0_20170117180237845.jpg.chip.jpg
129,24.0,female,indian,UTKFace/24_1_3_20170117145425107.jpg.chip.jpg
130,34.0,male,black,UTKFace/34_0_1_20170117165134738.jpg.chip.jpg
131,26.0,female,asian,UTKFace/26_1_2_20170116175341740.jpg.chip.jpg
132,56.0,female,white,UTKFace/56_1_0_20170110154644528.jpg.chip.jpg
133,25.0,female,white,UTKFace/25_1_0_20170117195321747.jpg.chip.jpg
134,5.0,male,indian,UTKFace/5_0_3_20161220220030442.jpg.chip.jpg
135,26.0,female,indian,UTKFace/26_1_3_20170119193100235.jpg.chip.jpg
136,28.0,male,white,UTKFace/28_0_0_20170113210126785.jpg.chip.jpg
137,26.0,female,asian,UTKFace/26_1_2_20170116184553462.jpg.chip.jpg
138,23.0,female,indian,UTKFace/23_1_3_20170104223200053.jpg.chip.jpg
139,1.0,male,white,UTKFace/1_0_0_20161219163425847.jpg.chip.jpg
140,18.0,female,white,UTKFace/18_1_0_20170109212647587.jpg.chip.jpg
141,4.0,female,white,UTKFace/4_1_0_20170109190928456.jpg.chip.jpg
142,61.0,female,white,UTKFace/61_1_0_20170109142140107.jpg.chip.jpg
143,26.0,male,black,UTKFace/26_0_1_20170113154809050.jpg.chip.jpg
144,1.0,male,others,UTKFace/1_0_4_20161221201411850.jpg.chip.jpg
145,12.0,female,white,UTKFace/12_1_0_20170109203628860.jpg.chip.jpg
146,27.0,female,asian,UTKFace/27_1_2_20170116175930683.jpg.chip.jpg
147,40.0,male,others,UTKFace/40_0_4_20170104001839285.jpg.chip.jpg
148,53.0,male,white,UTKFace/53_0_0_20170109012753174.jpg.chip.jpg
149,22.0,female,others,UTKFace/22_1_4_20170112233623976.jpg.chip.jpg
150,60.0,female,white,UTKFace/60_1_0_20170110150258412.jpg.chip.jpg
151,25.0,female,others,UTKFace/25_1_4_20170103230304689.jpg.chip.jpg
152,18.0,female,indian,UTKFace/18_1_3_20170119152509320.jpg.chip.jpg
153,27.0,female,black,UTKFace/27_1_1_20170116223029775.jpg.chip.jpg
154,8.0,male,white,UTKFace/8_0_0_20170103210825483.jpg.chip.jpg
155,26.0,male,black,UTKFace/26_0_1_20170114032944348.jpg.chip.jpg
156,63.0,female,black,UTKFace/63_1_1_20170113190755479.jpg.chip.jpg
157,1.0,male,others,UTKFace/1_0_4_20161221195030936.jpg.chip.jpg
158,67.0,female,white,UTKFace/67_1_0_20170120224818072.jpg.chip.jpg
159,75.0,female,white,UTKFace/75_1_0_20170120230326690.jpg.chip.jpg
160,60.0,female,white,UTKFace/60_1_0_20170110152933482.jpg.chip.jpg
161,26.0,male,white,UTKFace/26_0_0_20170120134406935.jpg.chip.jpg
162,34.0,male,black,UTKFace/34_0_1_20170117010104315.jpg.chip.jpg
163,34.0,female,black,UTKFace/34_1_1_20170114033230436.jpg.chip.jpg
164,47.0,male,white,UTKFace/47_0_0_20170117195457344.jpg.chip.jpg
165,40.0,male,others,UTKFace/40_0_4_20170117135456629.jpg.chip.jpg
166,26.0,female,black,UTKFace/26_1_1_20170117163837655.jpg.chip.jpg
167,26.0,male,asian,UTKFace/26_0_2_20170116180402719.jpg.chip.jpg
168,22.0,male,black,UTKFace/22_0_1_20170113150443999.jpg.chip.jpg
169,48.0,male,white,UTKFace/48_0_0_20170113184317135.jpg.chip.jpg
170,24.0,male,black,UTKFace/24_0_1_20170117204434040.jpg.chip.jpg
171,19.0,female,white,UTKFace/19_1_0_20170104011946801.jpg.chip.jpg
172,27.0,male,indian,UTKFace/27_0_3_20170119193304226.jpg.chip.jpg
173,26.0,female,black,UTKFace/26_1_1_20170103225852672.jpg.chip.jpg
174,62.0,female,black,UTKFace/62_1_1_20170113013045520.jpg.chip.jpg
175,44.0,female,black,UTKFace/44_1_1_20170116164354400.jpg.chip.jpg
176,2.0,male,white,UTKFace/2_0_0_20170110211511626.jpg.chip.jpg
177,45.0,female,white,UTKFace/45_1_0_20170104205620028.jpg.chip.jpg
178,32.0,female,asian,UTKFace/32_1_2_20170117134733341.jpg.chip.jpg
179,47.0,male,indian,UTKFace/47_0_3_20170119175043787.jpg.chip.jpg
180,35.0,male,asian,UTKFace/35_0_2_20170116165347849.jpg.chip.jpg
181,35.0,male,black,UTKFace/35_0_1_20170117173329389.jpg.chip.jpg
182,8.0,female,white,UTKFace/8_1_0_20170109201724457.jpg.chip.jpg
183,27.0,male,black,UTKFace/27_0_1_20170117005912432.jpg.chip.jpg
184,43.0,male,indian,UTKFace/43_0_3_20170112220309502.jpg.chip.jpg
185,25.0,female,white,UTKFace/25_1_0_20170116223850990.jpg.chip.jpg
186,32.0,male,white,UTKFace/32_0_0_20170113183159286.jpg.chip.jpg
187,38.0,female,white,UTKFace/38_1_0_20170109221205343.jpg.chip.jpg
188,18.0,female,white,UTKFace/18_1_0_20170109214251980.jpg.chip.jpg
189,71.0,male,white,UTKFace/71_0_0_20170109015622110.jpg.chip.jpg
190,49.0,female,white,UTKFace/49_1_0_20170110154336582.jpg.chip.jpg
191,36.0,male,black,UTKFace/36_0_1_20170117163255045.jpg.chip.jpg
192,53.0,male,white,UTKFace/53_0_0_20170111171747396.jpg.chip.jpg
193,25.0,male,asian,UTKFace/25_0_2_20170104192902767.jpg.chip.jpg
194,36.0,female,white,UTKFace/36_1_0_20170104172916913.jpg.chip.jpg
195,50.0,female,white,UTKFace/50_1_0_20170113210319697.jpg.chip.jpg
196,89.0,male,indian,UTKFace/89_0_3_20170105175600694.jpg.chip.jpg
197,53.0,male,white,UTKFace/53_0_0_20170105173248910.jpg.chip.jpg
198,41.0,female,indian,UTKFace/41_1_3_20170104214413309.jpg.chip.jpg
199,21.0,female,others,UTKFace/21_1_4_20170103230521217.jpg.chip.jpg
200,27.0,male,black,UTKFace/27_0_1_20170120220051617.jpg.chip.jpg
201,27.0,male,black,UTKFace/27_0_1_20170117134943088.jpg.chip.jpg
202,54.0,male,indian,UTKFace/54_0_3_20170119210110894.jpg.chip.jpg
203,59.0,female,black,UTKFace/59_1_1_20170116203506659.jpg.chip.jpg
204,90.0,male,black,UTKFace/90_0_1_20170117194324750.jpg.chip.jpg
205,20.0,female,indian,UTKFace/20_1_3_20170119153755113.jpg.chip.jpg
206,22.0,female,black,UTKFace/22_1_1_20170114025927882.jpg.chip.jpg
207,60.0,female,white,UTKFace/60_1_0_20170110122626700.jpg.chip.jpg
208,34.0,male,white,UTKFace/34_0_0_20170116232927836.jpg.chip.jpg
209,26.0,female,black,UTKFace/26_1_1_20170112210923338.jpg.chip.jpg
210,35.0,female,black,UTKFace/35_1_1_20170113001650939.jpg.chip.jpg
211,4.0,male,white,UTKFace/4_0_0_20170110224705396.jpg.chip.jpg
212,35.0,female,white,UTKFace/35_1_0_20170103163453110.jpg.chip.jpg
213,1.0,male,asian,UTKFace/1_0_2_20161219205318388.jpg.chip.jpg
214,26.0,female,white,UTKFace/26_1_0_20170113210126901.jpg.chip.jpg
215,22.0,female,others,UTKFace/22_1_4_20170103223356448.jpg.chip.jpg
216,35.0,female,black,UTKFace/35_1_1_20170112191352903.jpg.chip.jpg
217,1.0,female,black,UTKFace/1_1_1_20170109194548732.jpg.chip.jpg
218,22.0,male,black,UTKFace/22_0_1_20170113133604687.jpg.chip.jpg
219,36.0,male,white,UTKFace/36_0_0_20170117135445816.jpg.chip.jpg
220,61.0,male,white,UTKFace/61_0_0_20170117185746790.jpg.chip.jpg
221,14.0,male,black,UTKFace/14_0_1_20170117133924867.jpg.chip.jpg
222,68.0,female,white,UTKFace/68_1_0_20170110122503348.jpg.chip.jpg
223,20.0,female,indian,UTKFace/20_1_3_20170119144712261.jpg.chip.jpg
224,29.0,male,black,UTKFace/29_0_1_20170117104538522.jpg.chip.jpg
225,27.0,female,others,UTKFace/27_1_4_20170103234931350.jpg.chip.jpg
226,33.0,female,indian,UTKFace/33_1_3_20170104235051234.jpg.chip.jpg
227,26.0,female,indian,UTKFace/26_1_3_20170119192328849.jpg.chip.jpg
228,54.0,male,indian,UTKFace/54_0_3_20170119181142982.jpg.chip.jpg
229,26.0,male,black,UTKFace/26_0_1_20170116182128259.jpg.chip.jpg
230,19.0,female,white,UTKFace/19_1_0_20170103201812887.jpg.chip.jpg
231,28.0,male,white,UTKFace/28_0_0_20170113210605140.jpg.chip.jpg
232,26.0,female,indian,UTKFace/26_1_3_20170104222955855.jpg.chip.jpg
233,25.0,female,black,UTKFace/25_1_1_20170112205154091.jpg.chip.jpg
234,24.0,female,indian,UTKFace/24_1_3_20170117150638948.jpg.chip.jpg
235,56.0,female,asian,UTKFace/56_1_2_20170105000902100.jpg.chip.jpg
236,34.0,female,white,UTKFace/34_1_0_20170117134932847.jpg.chip.jpg
237,16.0,male,white,UTKFace/16_0_0_20170110231633585.jpg.chip.jpg
238,33.0,male,white,UTKFace/33_0_0_20170117145924419.jpg.chip.jpg
239,25.0,female,black,UTKFace/25_1_1_20170116003311354.jpg.chip.jpg
240,3.0,female,asian,UTKFace/3_1_2_20161219155421253.jpg.chip.jpg
241,32.0,male,white,UTKFace/32_0_0_20170117182402092.jpg.chip.jpg
242,80.0,male,white,UTKFace/80_0_0_20170111205541652.jpg.chip.jpg
243,42.0,female,white,UTKFace/42_1_0_20170116232623436.jpg.chip.jpg
244,65.0,male,indian,UTKFace/65_0_3_20170117190407347.jpg.chip.jpg
245,16.0,male,white,UTKFace/16_0_0_20170110232208589.jpg.chip.jpg
246,32.0,female,white,UTKFace/32_1_0_20170117140131110.jpg.chip.jpg
247,50.0,male,white,UTKFace/50_0_0_20170117120742302.jpg.chip.jpg
248,57.0,male,white,UTKFace/57_0_0_20170103183943554.jpg.chip.jpg
249,76.0,female,white,UTKFace/76_1_0_20170120225951434.jpg.chip.jpg
250,25.0,male,others,UTKFace/25_0_4_20170113133224545.jpg.chip.jpg
251,44.0,female,indian,UTKFace/44_1_3_20170119172158321.jpg.chip.jpg
252,21.0,male,others,UTKFace/21_0_4_20161223214826657.jpg.chip.jpg
253,25.0,female,others,UTKFace/25_1_4_20161220222242243.jpg.chip.jpg
254,52.0,male,white,UTKFace/52_0_0_20170104212253932.jpg.chip.jpg
255,16.0,female,black,UTKFace/16_1_1_20170109213003514.jpg.chip.jpg
256,31.0,male,black,UTKFace/31_0_1_20170116024715934.jpg.chip.jpg
257,29.0,female,white,UTKFace/29_1_0_20170114030939325.jpg.chip.jpg
258,22.0,female,indian,UTKFace/22_1_3_20170104223452679.jpg.chip.jpg
259,62.0,male,white,UTKFace/62_0_0_20170120224648431.jpg.chip.jpg
260,4.0,male,asian,UTKFace/4_0_2_20161219200030036.jpg.chip.jpg
261,16.0,female,black,UTKFace/16_1_1_20170112191148791.jpg.chip.jpg
262,17.0,male,black,UTKFace/17_0_1_20170113132534529.jpg.chip.jpg
263,25.0,male,white,UTKFace/25_0_0_20170117142023338.jpg.chip.jpg
264,35.0,female,white,UTKFace/35_1_0_20170117142830378.jpg.chip.jpg
265,7.0,female,asian,UTKFace/7_1_2_20161219190156114.jpg.chip.jpg
266,37.0,male,asian,UTKFace/37_0_2_20170104022325581.jpg.chip.jpg
267,58.0,male,white,UTKFace/58_0_0_20170117193906036.jpg.chip.jpg
268,26.0,male,indian,UTKFace/26_0_3_20170104230424841.jpg.chip.jpg
269,69.0,female,white,UTKFace/69_1_0_20170110141304032.jpg.chip.jpg
270,55.0,male,white,UTKFace/55_0_0_20170104212750765.jpg.chip.jpg
271,8.0,male,white,UTKFace/8_0_0_20170110220309370.jpg.chip.jpg
272,25.0,male,white,UTKFace/25_0_0_20170116200810348.jpg.chip.jpg
273,24.0,female,others,UTKFace/24_1_4_20170103225121913.jpg.chip.jpg
274,56.0,male,indian,UTKFace/56_0_3_20170104232205049.jpg.chip.jpg
275,36.0,male,indian,UTKFace/36_0_3_20170104220654654.jpg.chip.jpg
276,4.0,female,black,UTKFace/4_1_1_20161219160210758.jpg.chip.jpg
277,26.0,female,indian,UTKFace/26_1_3_20170104223140343.jpg.chip.jpg
278,42.0,male,white,UTKFace/42_0_0_20170116232941954.jpg.chip.jpg
279,85.0,female,white,UTKFace/85_1_0_20170110183711497.jpg.chip.jpg
280,35.0,female,white,UTKFace/35_1_0_20170116222743531.jpg.chip.jpg
281,39.0,male,white,UTKFace/39_0_0_20170109004718122.jpg.chip.jpg
282,30.0,male,white,UTKFace/30_0_0_20170117130633696.jpg.chip.jpg
283,60.0,male,asian,UTKFace/60_0_2_20170116182650366.jpg.chip.jpg
284,59.0,female,white,UTKFace/59_1_0_20170105171834484.jpg.chip.jpg
285,45.0,male,white,UTKFace/45_0_0_20170117170513474.jpg.chip.jpg
286,26.0,female,asian,UTKFace/26_1_2_20170116184704425.jpg.chip.jpg
287,30.0,male,black,UTKFace/30_0_1_20170113133719624.jpg.chip.jpg
288,25.0,female,indian,UTKFace/25_1_3_20170119172101233.jpg.chip.jpg
289,28.0,male,indian,UTKFace/28_0_3_20170117180213062.jpg.chip.jpg
290,54.0,male,white,UTKFace/54_0_0_20170120223243212.jpg.chip.jpg
291,26.0,male,black,UTKFace/26_0_1_20170116010432759.jpg.chip.jpg
292,71.0,female,white,UTKFace/71_1_0_20170110153303997.jpg.chip.jpg
293,30.0,female,white,UTKFace/30_1_0_20170117131121016.jpg.chip.jpg
294,25.0,male,black,UTKFace/25_0_1_20170113151453752.jpg.chip.jpg
295,30.0,male,white,UTKFace/30_0_0_20170117130638578.jpg.chip.jpg
296,42.0,male,black,UTKFace/42_0_1_20170113190548728.jpg.chip.jpg
297,60.0,male,black,UTKFace/60_0_1_20170117163534458.jpg.chip.jpg
298,44.0,male,black,UTKFace/44_0_1_20170117142003663.jpg.chip.jpg
299,1.0,female,black,UTKFace/1_1_1_20161219155940125.jpg.chip.jpg
300,65.0,male,black,UTKFace/65_0_1_20170113182137398.jpg.chip.jpg
301,65.0,male,asian,UTKFace/65_0_2_20170119205814303.jpg.chip.jpg
302,78.0,female,white,UTKFace/78_1_0_20170120230348881.jpg.chip.jpg
303,50.0,male,black,UTKFace/50_0_1_20170117135655702.jpg.chip.jpg
304,18.0,female,black,UTKFace/18_1_1_20170114030258171.jpg.chip.jpg
305,32.0,male,indian,UTKFace/32_0_3_20170104201821698.jpg.chip.jpg
306,24.0,female,white,UTKFace/24_1_0_20170103180635111.jpg.chip.jpg
307,26.0,female,white,UTKFace/26_1_0_20170113210605337.jpg.chip.jpg
308,26.0,female,asian,UTKFace/26_1_2_20170116175901780.jpg.chip.jpg
309,54.0,male,indian,UTKFace/54_0_3_20170119210113528.jpg.chip.jpg
310,26.0,female,white,UTKFace/26_1_0_20170116165702615.jpg.chip.jpg
311,15.0,male,indian,UTKFace/15_0_3_20170104225254497.jpg.chip.jpg
312,37.0,male,white,UTKFace/37_0_0_20170117135948781.jpg.chip.jpg
313,24.0,female,black,UTKFace/24_1_1_20170113011157712.jpg.chip.jpg
314,35.0,male,black,UTKFace/35_0_1_20170117130104546.jpg.chip.jpg
315,81.0,female,white,UTKFace/81_1_0_20170120230532540.jpg.chip.jpg
316,55.0,female,white,UTKFace/55_1_0_20170110122115175.jpg.chip.jpg
317,55.0,male,white,UTKFace/55_0_0_20170117190001481.jpg.chip.jpg
318,27.0,male,black,UTKFace/27_0_1_20170113150450280.jpg.chip.jpg
319,23.0,female,asian,UTKFace/23_1_2_20170116172817773.jpg.chip.jpg
320,37.0,male,indian,UTKFace/37_0_3_20170119202228541.jpg.chip.jpg
321,28.0,female,white,UTKFace/28_1_0_20170116222126409.jpg.chip.jpg
322,1.0,male,others,UTKFace/1_0_4_20161221193606310.jpg.chip.jpg
323,1.0,female,indian,UTKFace/1_1_3_20161220144645535.jpg.chip.jpg
324,37.0,female,black,UTKFace/37_1_1_20170117140121123.jpg.chip.jpg
325,55.0,female,white,UTKFace/55_1_0_20170117092223899.jpg.chip.jpg
326,42.0,female,black,UTKFace/42_1_1_20170116153229826.jpg.chip.jpg
327,33.0,female,white,UTKFace/33_1_0_20170104165723873.jpg.chip.jpg
328,58.0,male,white,UTKFace/58_0_0_20170105173550604.jpg.chip.jpg
329,52.0,male,indian,UTKFace/52_0_3_20170119205700727.jpg.chip.jpg
330,46.0,male,indian,UTKFace/46_0_3_20170112205640068.jpg.chip.jpg
331,44.0,male,black,UTKFace/44_0_1_20170113142045653.jpg.chip.jpg
332,1.0,female,indian,UTKFace/1_1_3_20161219225238384.jpg.chip.jpg
333,54.0,male,indian,UTKFace/54_0_3_20170119200516380.jpg.chip.jpg
334,27.0,male,white,UTKFace/27_0_0_20170104231544105.jpg.chip.jpg
335,26.0,male,white,UTKFace/26_0_0_20170104230421569.jpg.chip.jpg
336,2.0,male,asian,UTKFace/2_0_2_20161219205134348.jpg.chip.jpg
337,34.0,male,black,UTKFace/34_0_1_20170116200653236.jpg.chip.jpg
338,26.0,male,white,UTKFace/26_0_0_20170117200045150.jpg.chip.jpg
339,52.0,male,white,UTKFace/52_0_0_20170104184201550.jpg.chip.jpg
340,42.0,male,indian,UTKFace/42_0_3_20170117175439914.jpg.chip.jpg
341,35.0,female,white,UTKFace/35_1_0_20170117183029095.jpg.chip.jpg
342,35.0,female,black,UTKFace/35_1_1_20170112235121616.jpg.chip.jpg
343,26.0,female,white,UTKFace/26_1_0_20170117174119845.jpg.chip.jpg
344,55.0,female,white,UTKFace/55_1_0_20170110160643422.jpg.chip.jpg
345,23.0,female,white,UTKFace/23_1_0_20170105002627948.jpg.chip.jpg
346,9.0,male,white,UTKFace/9_0_0_20170110220712974.jpg.chip.jpg
